GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72014sex0_age44,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 44
est72014sex1_age44,Population Estimate (as of July 1) - 2014 - Male; Total - 44
est72014sex2_age44,Population Estimate (as of July 1) - 2014 - Female; Total - 44
est72015sex0_age44,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 44
est72015sex1_age44,Population Estimate (as of July 1) - 2015 - Male; Total - 44
est72015sex2_age44,Population Estimate (as of July 1) - 2015 - Female; Total - 44
est72016sex0_age44,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 44
est72016sex1_age44,Population Estimate (as of July 1) - 2016 - Male; Total - 44
est72016sex2_age44,Population Estimate (as of July 1) - 2016 - Female; Total - 44
est72017sex0_age44,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 44
est72017sex1_age44,Population Estimate (as of July 1) - 2017 - Male; Total - 44
est72017sex2_age44,Population Estimate (as of July 1) - 2017 - Female; Total - 44
est72018sex0_age44,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 44
est72018sex1_age44,Population Estimate (as of July 1) - 2018 - Male; Total - 44
est72018sex2_age44,Population Estimate (as of July 1) - 2018 - Female; Total - 44
cen42010sex0_age45,"April 1, 2010 - Census - Both Sexes; Total - 45"
cen42010sex1_age45,"April 1, 2010 - Census - Male; Total - 45"
cen42010sex2_age45,"April 1, 2010 - Census - Female; Total - 45"
est42010sex0_age45,"April 1, 2010 - Estimates Base - Both Sexes; Total - 45"
est42010sex1_age45,"April 1, 2010 - Estimates Base - Male; Total - 45"
est42010sex2_age45,"April 1, 2010 - Estimates Base - Female; Total - 45"
est72010sex0_age45,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 45
est72010sex1_age45,Population Estimate (as of July 1) - 2010 - Male; Total - 45
est72010sex2_age45,Population Estimate (as of July 1) - 2010 - Female; Total - 45
est72011sex0_age45,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 45
est72011sex1_age45,Population Estimate (as of July 1) - 2011 - Male; Total - 45
est72011sex2_age45,Population Estimate (as of July 1) - 2011 - Female; Total - 45
est72012sex0_age45,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 45
est72012sex1_age45,Population Estimate (as of July 1) - 2012 - Male; Total - 45
est72012sex2_age45,Population Estimate (as of July 1) - 2012 - Female; Total - 45
est72013sex0_age45,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 45
est72013sex1_age45,Population Estimate (as of July 1) - 2013 - Male; Total - 45
est72013sex2_age45,Population Estimate (as of July 1) - 2013 - Female; Total - 45
est72014sex0_age45,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 45
est72014sex1_age45,Population Estimate (as of July 1) - 2014 - Male; Total - 45
est72014sex2_age45,Population Estimate (as of July 1) - 2014 - Female; Total - 45
est72015sex0_age45,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 45
est72015sex1_age45,Population Estimate (as of July 1) - 2015 - Male; Total - 45
est72015sex2_age45,Population Estimate (as of July 1) - 2015 - Female; Total - 45
est72016sex0_age45,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 45
est72016sex1_age45,Population Estimate (as of July 1) - 2016 - Male; Total - 45
est72016sex2_age45,Population Estimate (as of July 1) - 2016 - Female; Total - 45
est72017sex0_age45,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 45
est72017sex1_age45,Population Estimate (as of July 1) - 2017 - Male; Total - 45
est72017sex2_age45,Population Estimate (as of July 1) - 2017 - Female; Total - 45
est72018sex0_age45,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 45
est72018sex1_age45,Population Estimate (as of July 1) - 2018 - Male; Total - 45
est72018sex2_age45,Population Estimate (as of July 1) - 2018 - Female; Total - 45
cen42010sex0_age46,"April 1, 2010 - Census - Both Sexes; Total - 46"
cen42010sex1_age46,"April 1, 2010 - Census - Male; Total - 46"
cen42010sex2_age46,"April 1, 2010 - Census - Female; Total - 46"
est42010sex0_age46,"April 1, 2010 - Estimates Base - Both Sexes; Total - 46"
est42010sex1_age46,"April 1, 2010 - Estimates Base - Male; Total - 46"
est42010sex2_age46,"April 1, 2010 - Estimates Base - Female; Total - 46"
est72010sex0_age46,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 46
est72010sex1_age46,Population Estimate (as of July 1) - 2010 - Male; Total - 46
est72010sex2_age46,Population Estimate (as of July 1) - 2010 - Female; Total - 46
est72011sex0_age46,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 46
est72011sex1_age46,Population Estimate (as of July 1) - 2011 - Male; Total - 46
est72011sex2_age46,Population Estimate (as of July 1) - 2011 - Female; Total - 46
est72012sex0_age46,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 46
est72012sex1_age46,Population Estimate (as of July 1) - 2012 - Male; Total - 46
est72012sex2_age46,Population Estimate (as of July 1) - 2012 - Female; Total - 46
est72013sex0_age46,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 46
est72013sex1_age46,Population Estimate (as of July 1) - 2013 - Male; Total - 46
est72013sex2_age46,Population Estimate (as of July 1) - 2013 - Female; Total - 46
est72014sex0_age46,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 46
est72014sex1_age46,Population Estimate (as of July 1) - 2014 - Male; Total - 46
est72014sex2_age46,Population Estimate (as of July 1) - 2014 - Female; Total - 46
est72015sex0_age46,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 46
est72015sex1_age46,Population Estimate (as of July 1) - 2015 - Male; Total - 46
est72015sex2_age46,Population Estimate (as of July 1) - 2015 - Female; Total - 46
est72016sex0_age46,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 46
est72016sex1_age46,Population Estimate (as of July 1) - 2016 - Male; Total - 46
est72016sex2_age46,Population Estimate (as of July 1) - 2016 - Female; Total - 46
est72017sex0_age46,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 46
est72017sex1_age46,Population Estimate (as of July 1) - 2017 - Male; Total - 46
est72017sex2_age46,Population Estimate (as of July 1) - 2017 - Female; Total - 46
est72018sex0_age46,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 46
est72018sex1_age46,Population Estimate (as of July 1) - 2018 - Male; Total - 46
est72018sex2_age46,Population Estimate (as of July 1) - 2018 - Female; Total - 46
cen42010sex0_age47,"April 1, 2010 - Census - Both Sexes; Total - 47"
cen42010sex1_age47,"April 1, 2010 - Census - Male; Total - 47"
cen42010sex2_age47,"April 1, 2010 - Census - Female; Total - 47"
est42010sex0_age47,"April 1, 2010 - Estimates Base - Both Sexes; Total - 47"
est42010sex1_age47,"April 1, 2010 - Estimates Base - Male; Total - 47"
est42010sex2_age47,"April 1, 2010 - Estimates Base - Female; Total - 47"
est72010sex0_age47,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 47
est72010sex1_age47,Population Estimate (as of July 1) - 2010 - Male; Total - 47
est72010sex2_age47,Population Estimate (as of July 1) - 2010 - Female; Total - 47
est72011sex0_age47,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 47
est72011sex1_age47,Population Estimate (as of July 1) - 2011 - Male; Total - 47
est72011sex2_age47,Population Estimate (as of July 1) - 2011 - Female; Total - 47
est72012sex0_age47,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 47
est72012sex1_age47,Population Estimate (as of July 1) - 2012 - Male; Total - 47
est72012sex2_age47,Population Estimate (as of July 1) - 2012 - Female; Total - 47
est72013sex0_age47,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 47
est72013sex1_age47,Population Estimate (as of July 1) - 2013 - Male; Total - 47
est72013sex2_age47,Population Estimate (as of July 1) - 2013 - Female; Total - 47
est72014sex0_age47,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 47
est72014sex1_age47,Population Estimate (as of July 1) - 2014 - Male; Total - 47
est72014sex2_age47,Population Estimate (as of July 1) - 2014 - Female; Total - 47
est72015sex0_age47,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 47
est72015sex1_age47,Population Estimate (as of July 1) - 2015 - Male; Total - 47
est72015sex2_age47,Population Estimate (as of July 1) - 2015 - Female; Total - 47
est72016sex0_age47,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 47
est72016sex1_age47,Population Estimate (as of July 1) - 2016 - Male; Total - 47
est72016sex2_age47,Population Estimate (as of July 1) - 2016 - Female; Total - 47
est72017sex0_age47,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 47
est72017sex1_age47,Population Estimate (as of July 1) - 2017 - Male; Total - 47
est72017sex2_age47,Population Estimate (as of July 1) - 2017 - Female; Total - 47
est72018sex0_age47,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 47
est72018sex1_age47,Population Estimate (as of July 1) - 2018 - Male; Total - 47
est72018sex2_age47,Population Estimate (as of July 1) - 2018 - Female; Total - 47
cen42010sex0_age48,"April 1, 2010 - Census - Both Sexes; Total - 48"
cen42010sex1_age48,"April 1, 2010 - Census - Male; Total - 48"
cen42010sex2_age48,"April 1, 2010 - Census - Female; Total - 48"
est42010sex0_age48,"April 1, 2010 - Estimates Base - Both Sexes; Total - 48"
est42010sex1_age48,"April 1, 2010 - Estimates Base - Male; Total - 48"
est42010sex2_age48,"April 1, 2010 - Estimates Base - Female; Total - 48"
est72010sex0_age48,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 48
est72010sex1_age48,Population Estimate (as of July 1) - 2010 - Male; Total - 48
est72010sex2_age48,Population Estimate (as of July 1) - 2010 - Female; Total - 48
est72011sex0_age48,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 48
est72011sex1_age48,Population Estimate (as of July 1) - 2011 - Male; Total - 48
est72011sex2_age48,Population Estimate (as of July 1) - 2011 - Female; Total - 48
est72012sex0_age48,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 48
est72012sex1_age48,Population Estimate (as of July 1) - 2012 - Male; Total - 48
est72012sex2_age48,Population Estimate (as of July 1) - 2012 - Female; Total - 48
est72013sex0_age48,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 48
est72013sex1_age48,Population Estimate (as of July 1) - 2013 - Male; Total - 48
est72013sex2_age48,Population Estimate (as of July 1) - 2013 - Female; Total - 48
est72014sex0_age48,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 48
est72014sex1_age48,Population Estimate (as of July 1) - 2014 - Male; Total - 48
est72014sex2_age48,Population Estimate (as of July 1) - 2014 - Female; Total - 48
est72015sex0_age48,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 48
est72015sex1_age48,Population Estimate (as of July 1) - 2015 - Male; Total - 48
est72015sex2_age48,Population Estimate (as of July 1) - 2015 - Female; Total - 48
est72016sex0_age48,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 48
est72016sex1_age48,Population Estimate (as of July 1) - 2016 - Male; Total - 48
est72016sex2_age48,Population Estimate (as of July 1) - 2016 - Female; Total - 48
est72017sex0_age48,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 48
est72017sex1_age48,Population Estimate (as of July 1) - 2017 - Male; Total - 48
est72017sex2_age48,Population Estimate (as of July 1) - 2017 - Female; Total - 48
est72018sex0_age48,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 48
est72018sex1_age48,Population Estimate (as of July 1) - 2018 - Male; Total - 48
est72018sex2_age48,Population Estimate (as of July 1) - 2018 - Female; Total - 48
cen42010sex0_age49,"April 1, 2010 - Census - Both Sexes; Total - 49"
cen42010sex1_age49,"April 1, 2010 - Census - Male; Total - 49"
cen42010sex2_age49,"April 1, 2010 - Census - Female; Total - 49"
est42010sex0_age49,"April 1, 2010 - Estimates Base - Both Sexes; Total - 49"
est42010sex1_age49,"April 1, 2010 - Estimates Base - Male; Total - 49"
est42010sex2_age49,"April 1, 2010 - Estimates Base - Female; Total - 49"
est72010sex0_age49,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 49
est72010sex1_age49,Population Estimate (as of July 1) - 2010 - Male; Total - 49
est72010sex2_age49,Population Estimate (as of July 1) - 2010 - Female; Total - 49
est72011sex0_age49,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 49
est72011sex1_age49,Population Estimate (as of July 1) - 2011 - Male; Total - 49
est72011sex2_age49,Population Estimate (as of July 1) - 2011 - Female; Total - 49
est72012sex0_age49,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 49
est72012sex1_age49,Population Estimate (as of July 1) - 2012 - Male; Total - 49
est72012sex2_age49,Population Estimate (as of July 1) - 2012 - Female; Total - 49
est72013sex0_age49,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 49
est72013sex1_age49,Population Estimate (as of July 1) - 2013 - Male; Total - 49
est72013sex2_age49,Population Estimate (as of July 1) - 2013 - Female; Total - 49
est72014sex0_age49,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 49
est72014sex1_age49,Population Estimate (as of July 1) - 2014 - Male; Total - 49
est72014sex2_age49,Population Estimate (as of July 1) - 2014 - Female; Total - 49
est72015sex0_age49,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 49
est72015sex1_age49,Population Estimate (as of July 1) - 2015 - Male; Total - 49
est72015sex2_age49,Population Estimate (as of July 1) - 2015 - Female; Total - 49
est72016sex0_age49,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 49
est72016sex1_age49,Population Estimate (as of July 1) - 2016 - Male; Total - 49
est72016sex2_age49,Population Estimate (as of July 1) - 2016 - Female; Total - 49
est72017sex0_age49,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 49
est72017sex1_age49,Population Estimate (as of July 1) - 2017 - Male; Total - 49
est72017sex2_age49,Population Estimate (as of July 1) - 2017 - Female; Total - 49
est72018sex0_age49,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 49
est72018sex1_age49,Population Estimate (as of July 1) - 2018 - Male; Total - 49
est72018sex2_age49,Population Estimate (as of July 1) - 2018 - Female; Total - 49
cen42010sex0_age50,"April 1, 2010 - Census - Both Sexes; Total - 50"
cen42010sex1_age50,"April 1, 2010 - Census - Male; Total - 50"
cen42010sex2_age50,"April 1, 2010 - Census - Female; Total - 50"
est42010sex0_age50,"April 1, 2010 - Estimates Base - Both Sexes; Total - 50"
est42010sex1_age50,"April 1, 2010 - Estimates Base - Male; Total - 50"
est42010sex2_age50,"April 1, 2010 - Estimates Base - Female; Total - 50"
est72010sex0_age50,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 50
est72010sex1_age50,Population Estimate (as of July 1) - 2010 - Male; Total - 50
est72010sex2_age50,Population Estimate (as of July 1) - 2010 - Female; Total - 50
est72011sex0_age50,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 50
est72011sex1_age50,Population Estimate (as of July 1) - 2011 - Male; Total - 50
est72011sex2_age50,Population Estimate (as of July 1) - 2011 - Female; Total - 50
est72012sex0_age50,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 50
est72012sex1_age50,Population Estimate (as of July 1) - 2012 - Male; Total - 50
est72012sex2_age50,Population Estimate (as of July 1) - 2012 - Female; Total - 50
est72013sex0_age50,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 50
est72013sex1_age50,Population Estimate (as of July 1) - 2013 - Male; Total - 50
est72013sex2_age50,Population Estimate (as of July 1) - 2013 - Female; Total - 50
est72014sex0_age50,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 50
est72014sex1_age50,Population Estimate (as of July 1) - 2014 - Male; Total - 50
est72014sex2_age50,Population Estimate (as of July 1) - 2014 - Female; Total - 50
est72015sex0_age50,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 50
est72015sex1_age50,Population Estimate (as of July 1) - 2015 - Male; Total - 50
est72015sex2_age50,Population Estimate (as of July 1) - 2015 - Female; Total - 50
est72016sex0_age50,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 50
est72016sex1_age50,Population Estimate (as of July 1) - 2016 - Male; Total - 50
est72016sex2_age50,Population Estimate (as of July 1) - 2016 - Female; Total - 50
est72017sex0_age50,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 50
est72017sex1_age50,Population Estimate (as of July 1) - 2017 - Male; Total - 50
est72017sex2_age50,Population Estimate (as of July 1) - 2017 - Female; Total - 50
est72018sex0_age50,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 50
est72018sex1_age50,Population Estimate (as of July 1) - 2018 - Male; Total - 50
est72018sex2_age50,Population Estimate (as of July 1) - 2018 - Female; Total - 50
cen42010sex0_age51,"April 1, 2010 - Census - Both Sexes; Total - 51"
cen42010sex1_age51,"April 1, 2010 - Census - Male; Total - 51"
cen42010sex2_age51,"April 1, 2010 - Census - Female; Total - 51"
est42010sex0_age51,"April 1, 2010 - Estimates Base - Both Sexes; Total - 51"
est42010sex1_age51,"April 1, 2010 - Estimates Base - Male; Total - 51"
est42010sex2_age51,"April 1, 2010 - Estimates Base - Female; Total - 51"
est72010sex0_age51,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 51
est72010sex1_age51,Population Estimate (as of July 1) - 2010 - Male; Total - 51
est72010sex2_age51,Population Estimate (as of July 1) - 2010 - Female; Total - 51
est72011sex0_age51,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 51
est72011sex1_age51,Population Estimate (as of July 1) - 2011 - Male; Total - 51
est72011sex2_age51,Population Estimate (as of July 1) - 2011 - Female; Total - 51
est72012sex0_age51,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 51
est72012sex1_age51,Population Estimate (as of July 1) - 2012 - Male; Total - 51
est72012sex2_age51,Population Estimate (as of July 1) - 2012 - Female; Total - 51
est72013sex0_age51,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 51
est72013sex1_age51,Population Estimate (as of July 1) - 2013 - Male; Total - 51
est72013sex2_age51,Population Estimate (as of July 1) - 2013 - Female; Total - 51
est72014sex0_age51,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 51
est72014sex1_age51,Population Estimate (as of July 1) - 2014 - Male; Total - 51
est72014sex2_age51,Population Estimate (as of July 1) - 2014 - Female; Total - 51
est72015sex0_age51,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 51
est72015sex1_age51,Population Estimate (as of July 1) - 2015 - Male; Total - 51
est72015sex2_age51,Population Estimate (as of July 1) - 2015 - Female; Total - 51
est72016sex0_age51,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 51
est72016sex1_age51,Population Estimate (as of July 1) - 2016 - Male; Total - 51
est72016sex2_age51,Population Estimate (as of July 1) - 2016 - Female; Total - 51
est72017sex0_age51,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 51
est72017sex1_age51,Population Estimate (as of July 1) - 2017 - Male; Total - 51
est72017sex2_age51,Population Estimate (as of July 1) - 2017 - Female; Total - 51
est72018sex0_age51,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 51
est72018sex1_age51,Population Estimate (as of July 1) - 2018 - Male; Total - 51
est72018sex2_age51,Population Estimate (as of July 1) - 2018 - Female; Total - 51
cen42010sex0_age52,"April 1, 2010 - Census - Both Sexes; Total - 52"
cen42010sex1_age52,"April 1, 2010 - Census - Male; Total - 52"
cen42010sex2_age52,"April 1, 2010 - Census - Female; Total - 52"
est42010sex0_age52,"April 1, 2010 - Estimates Base - Both Sexes; Total - 52"
est42010sex1_age52,"April 1, 2010 - Estimates Base - Male; Total - 52"
est42010sex2_age52,"April 1, 2010 - Estimates Base - Female; Total - 52"
est72010sex0_age52,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 52
est72010sex1_age52,Population Estimate (as of July 1) - 2010 - Male; Total - 52
est72010sex2_age52,Population Estimate (as of July 1) - 2010 - Female; Total - 52
est72011sex0_age52,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 52
est72011sex1_age52,Population Estimate (as of July 1) - 2011 - Male; Total - 52
est72011sex2_age52,Population Estimate (as of July 1) - 2011 - Female; Total - 52
est72012sex0_age52,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 52
est72012sex1_age52,Population Estimate (as of July 1) - 2012 - Male; Total - 52
est72012sex2_age52,Population Estimate (as of July 1) - 2012 - Female; Total - 52
est72013sex0_age52,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 52
est72013sex1_age52,Population Estimate (as of July 1) - 2013 - Male; Total - 52
est72013sex2_age52,Population Estimate (as of July 1) - 2013 - Female; Total - 52
est72014sex0_age52,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 52
est72014sex1_age52,Population Estimate (as of July 1) - 2014 - Male; Total - 52
est72014sex2_age52,Population Estimate (as of July 1) - 2014 - Female; Total - 52
est72015sex0_age52,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 52
est72015sex1_age52,Population Estimate (as of July 1) - 2015 - Male; Total - 52
est72015sex2_age52,Population Estimate (as of July 1) - 2015 - Female; Total - 52
est72016sex0_age52,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 52
est72016sex1_age52,Population Estimate (as of July 1) - 2016 - Male; Total - 52
est72016sex2_age52,Population Estimate (as of July 1) - 2016 - Female; Total - 52
est72017sex0_age52,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 52
est72017sex1_age52,Population Estimate (as of July 1) - 2017 - Male; Total - 52
est72017sex2_age52,Population Estimate (as of July 1) - 2017 - Female; Total - 52
est72018sex0_age52,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 52
est72018sex1_age52,Population Estimate (as of July 1) - 2018 - Male; Total - 52
est72018sex2_age52,Population Estimate (as of July 1) - 2018 - Female; Total - 52
cen42010sex0_age53,"April 1, 2010 - Census - Both Sexes; Total - 53"
cen42010sex1_age53,"April 1, 2010 - Census - Male; Total - 53"
cen42010sex2_age53,"April 1, 2010 - Census - Female; Total - 53"
est42010sex0_age53,"April 1, 2010 - Estimates Base - Both Sexes; Total - 53"
est42010sex1_age53,"April 1, 2010 - Estimates Base - Male; Total - 53"
est42010sex2_age53,"April 1, 2010 - Estimates Base - Female; Total - 53"
est72010sex0_age53,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 53
est72010sex1_age53,Population Estimate (as of July 1) - 2010 - Male; Total - 53
est72010sex2_age53,Population Estimate (as of July 1) - 2010 - Female; Total - 53
est72011sex0_age53,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 53
est72011sex1_age53,Population Estimate (as of July 1) - 2011 - Male; Total - 53
est72011sex2_age53,Population Estimate (as of July 1) - 2011 - Female; Total - 53
est72012sex0_age53,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 53
est72012sex1_age53,Population Estimate (as of July 1) - 2012 - Male; Total - 53
est72012sex2_age53,Population Estimate (as of July 1) - 2012 - Female; Total - 53
est72013sex0_age53,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 53
est72013sex1_age53,Population Estimate (as of July 1) - 2013 - Male; Total - 53
est72013sex2_age53,Population Estimate (as of July 1) - 2013 - Female; Total - 53
est72014sex0_age53,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 53
est72014sex1_age53,Population Estimate (as of July 1) - 2014 - Male; Total - 53
est72014sex2_age53,Population Estimate (as of July 1) - 2014 - Female; Total - 53
est72015sex0_age53,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 53
est72015sex1_age53,Population Estimate (as of July 1) - 2015 - Male; Total - 53
est72015sex2_age53,Population Estimate (as of July 1) - 2015 - Female; Total - 53
est72016sex0_age53,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 53
est72016sex1_age53,Population Estimate (as of July 1) - 2016 - Male; Total - 53
est72016sex2_age53,Population Estimate (as of July 1) - 2016 - Female; Total - 53
est72017sex0_age53,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 53
est72017sex1_age53,Population Estimate (as of July 1) - 2017 - Male; Total - 53
est72017sex2_age53,Population Estimate (as of July 1) - 2017 - Female; Total - 53
est72018sex0_age53,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 53
est72018sex1_age53,Population Estimate (as of July 1) - 2018 - Male; Total - 53
est72018sex2_age53,Population Estimate (as of July 1) - 2018 - Female; Total - 53
cen42010sex0_age54,"April 1, 2010 - Census - Both Sexes; Total - 54"
cen42010sex1_age54,"April 1, 2010 - Census - Male; Total - 54"
cen42010sex2_age54,"April 1, 2010 - Census - Female; Total - 54"
est42010sex0_age54,"April 1, 2010 - Estimates Base - Both Sexes; Total - 54"
est42010sex1_age54,"April 1, 2010 - Estimates Base - Male; Total - 54"
est42010sex2_age54,"April 1, 2010 - Estimates Base - Female; Total - 54"
est72010sex0_age54,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 54
est72010sex1_age54,Population Estimate (as of July 1) - 2010 - Male; Total - 54
est72010sex2_age54,Population Estimate (as of July 1) - 2010 - Female; Total - 54
est72011sex0_age54,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 54
est72011sex1_age54,Population Estimate (as of July 1) - 2011 - Male; Total - 54
est72011sex2_age54,Population Estimate (as of July 1) - 2011 - Female; Total - 54
est72012sex0_age54,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 54
est72012sex1_age54,Population Estimate (as of July 1) - 2012 - Male; Total - 54
est72012sex2_age54,Population Estimate (as of July 1) - 2012 - Female; Total - 54
est72013sex0_age54,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 54
est72013sex1_age54,Population Estimate (as of July 1) - 2013 - Male; Total - 54
est72013sex2_age54,Population Estimate (as of July 1) - 2013 - Female; Total - 54
est72014sex0_age54,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 54
est72014sex1_age54,Population Estimate (as of July 1) - 2014 - Male; Total - 54
est72014sex2_age54,Population Estimate (as of July 1) - 2014 - Female; Total - 54
est72015sex0_age54,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 54
est72015sex1_age54,Population Estimate (as of July 1) - 2015 - Male; Total - 54
est72015sex2_age54,Population Estimate (as of July 1) - 2015 - Female; Total - 54
est72016sex0_age54,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 54
est72016sex1_age54,Population Estimate (as of July 1) - 2016 - Male; Total - 54
est72016sex2_age54,Population Estimate (as of July 1) - 2016 - Female; Total - 54
est72017sex0_age54,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 54
est72017sex1_age54,Population Estimate (as of July 1) - 2017 - Male; Total - 54
est72017sex2_age54,Population Estimate (as of July 1) - 2017 - Female; Total - 54
est72018sex0_age54,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 54
est72018sex1_age54,Population Estimate (as of July 1) - 2018 - Male; Total - 54
est72018sex2_age54,Population Estimate (as of July 1) - 2018 - Female; Total - 54
cen42010sex0_age55,"April 1, 2010 - Census - Both Sexes; Total - 55"
cen42010sex1_age55,"April 1, 2010 - Census - Male; Total - 55"
cen42010sex2_age55,"April 1, 2010 - Census - Female; Total - 55"
est42010sex0_age55,"April 1, 2010 - Estimates Base - Both Sexes; Total - 55"
est42010sex1_age55,"April 1, 2010 - Estimates Base - Male; Total - 55"
est42010sex2_age55,"April 1, 2010 - Estimates Base - Female; Total - 55"
est72010sex0_age55,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 55
est72010sex1_age55,Population Estimate (as of July 1) - 2010 - Male; Total - 55
est72010sex2_age55,Population Estimate (as of July 1) - 2010 - Female; Total - 55
est72011sex0_age55,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 55
est72011sex1_age55,Population Estimate (as of July 1) - 2011 - Male; Total - 55
est72011sex2_age55,Population Estimate (as of July 1) - 2011 - Female; Total - 55
est72012sex0_age55,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 55
est72012sex1_age55,Population Estimate (as of July 1) - 2012 - Male; Total - 55
